Health Status,Name,IP,OS,Protection,Last user,Last active,Group,Tamper protection
Healthy,GJWS-0730,10.31.4.123;,Windows 10 Enterprise,Intercept X Advanced,e019557,"Jun 27, 2023 8:56 AM",,On
Questionable,GJWS-1147,10.23.4.179;,Windows 10 Enterprise,Intercept X Advanced,e006777,"Jun 27, 2023 8:56 AM",,On
Healthy,GJWS-4051,10.55.4.182;,Windows 10 Enterprise,Intercept X Advanced,e018821,"Jun 27, 2023 8:56 AM",,On
Healthy,GJDC01EWS-DaveM,10.11.29.104;,Windows 10 Enterprise,Intercept X Advanced,david,"Jun 27, 2023 8:55 AM",,On
Healthy,GJDC01EWS-MikeS,10.11.29.107;,Windows 10 Enterprise,Intercept X Advanced,e009753,"Jun 27, 2023 8:55 AM",,On
Questionable,GJDC01TVW005,192.168.39.150;,Windows 10 Enterprise,Intercept X Advanced,lisec,"Jun 27, 2023 8:55 AM",,On
Healthy,GJLT-0332,10.0.0.9;10.243.8.255;,Windows 10 Enterprise,Intercept X Advanced,c900004,"Jun 27, 2023 8:55 AM",,On
Healthy,GJLT-0550,10.61.4.180;10.61.5.100;,Windows 10 Enterprise,Intercept X Advanced,e007139,"Jun 27, 2023 8:55 AM",,On
Questionable,GJLT-4001,10.56.5.105;10.55.9.20;192.168.71.1;192.168.222.1;,Windows 10 Enterprise,Intercept X Advanced,e103689,"Jun 27, 2023 8:55 AM",,On
Healthy,GJPC-0464,10.54.4.182;10.54.5.104;10.99.227.133;,Windows 10 Enterprise,Intercept X Advanced,e104340,"Jun 27, 2023 8:55 AM",,On
Healthy,GJWS-0864,10.29.4.100;,Windows 10 Enterprise,Intercept X Advanced,e101951,"Jun 27, 2023 8:55 AM",,On
Healthy,GJWS-1145,10.24.4.177;,Windows 10 Enterprise,Intercept X Advanced,e016954,"Jun 27, 2023 8:55 AM",,On
Healthy,GJWS-1634,10.35.4.175;,Windows 10 Enterprise,Intercept X Advanced,e002797,"Jun 27, 2023 8:55 AM",,On
Questionable,GJWS-1669,10.51.5.102;,Windows 10 Enterprise,Intercept X Advanced,e017837,"Jun 27, 2023 8:55 AM",,On
Healthy,GJWS-1682,10.64.5.128;,Windows 10 Enterprise,Intercept X Advanced,e017852,"Jun 27, 2023 8:55 AM",,On
Healthy,P617GJA79,192.168.39.78;,Windows 7 Enterprise Service Pack 1,Intercept X Advanced,diaz,"Jun 27, 2023 8:55 AM",,On
Healthy,DESKTOP-EBI44BL,10.36.4.101;,Windows 10 Enterprise,Intercept X Advanced,e006920,"Jun 27, 2023 8:54 AM",,On
Healthy,GJLT-0452,10.55.4.100;,Windows 10 Enterprise,Intercept X Advanced,e017684,"Jun 27, 2023 8:54 AM",,On
Healthy,GJLT-0622,10.16.4.110;,Windows 10 Enterprise,Intercept X Advanced,e001130,"Jun 27, 2023 8:54 AM",,On
Healthy,GJLT-1161,10.49.5.120;,Windows 10 Enterprise,Intercept X Advanced,e101382,"Jun 27, 2023 8:54 AM",,On
Healthy,GJLT-1432,10.55.4.194;10.55.5.107;,Windows 10 Enterprise,Intercept X Advanced,e018782,"Jun 27, 2023 8:54 AM",,On
Healthy,GJLT-1655,10.47.4.106;,Windows 10 Enterprise,Intercept X Advanced,e103238,"Jun 27, 2023 8:54 AM",,On
Healthy,GJWS-0742,10.63.4.106;,Windows 10 Enterprise,Intercept X Advanced,e101639,"Jun 27, 2023 8:54 AM",,On
Healthy,GJWS-0844,10.16.4.180;,Windows 10 Enterprise,Intercept X Advanced,e104208,"Jun 27, 2023 8:54 AM",,On
Healthy,SOE-VM36,192.168.39.125;,Windows 10 Enterprise,Intercept X Advanced,joel91,"Jun 27, 2023 8:54 AM",,On
Healthy,GJLT-0351,10.54.4.116;192.168.1.14;10.243.8.195;,Windows 10 Enterprise,Intercept X Advanced,e103305,"Jun 27, 2023 8:53 AM",,On
Healthy,GJLT-1595,10.67.4.182;10.67.5.177;,Windows 10 Enterprise,Intercept X Advanced,e104288,"Jun 27, 2023 8:53 AM",,On
Healthy,GJPC-0360,10.55.4.174;,Windows 10 Enterprise,Intercept X Advanced,e017907,"Jun 27, 2023 8:53 AM",,On
Healthy,GJWS-0725,10.67.4.175;,Windows 10 Enterprise,Intercept X Advanced,e101612,"Jun 27, 2023 8:53 AM",,On
Healthy,GJWS-1592,172.24.36.63;10.62.5.179;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 27, 2023 8:53 AM",,On
Healthy,GJLT-0870,10.29.4.179;,Windows 10 Enterprise,Intercept X Advanced,e101559,"Jun 27, 2023 8:52 AM",,On
Healthy,GJLT-0885,10.29.4.186;,Windows 10 Enterprise,Intercept X Advanced,e018884,"Jun 27, 2023 8:52 AM",,On
Healthy,GJLT-1636,10.56.4.106;10.56.5.101;,Windows 10 Enterprise,Intercept X Advanced,e005746,"Jun 27, 2023 8:52 AM",,On
Healthy,GJPC-0144,10.54.4.105;10.54.5.191;,Windows 10 Enterprise,Intercept X Advanced,e103785,"Jun 27, 2023 8:52 AM",,On
Healthy,GJPC-0335,10.55.4.151;,Windows 10 Enterprise,Intercept X Advanced,e008460,"Jun 27, 2023 8:52 AM",,On
Healthy,GJWS-0931,10.34.5.177;,Windows 10 Enterprise,Intercept X Advanced,e102333,"Jun 27, 2023 8:52 AM",,On
Healthy,GJWS-0979,10.31.4.106;,Windows 10 Enterprise,Intercept X Advanced,e102683,"Jun 27, 2023 8:52 AM",,On
Healthy,GJWS-0987,10.36.4.187;,Windows 10 Enterprise,Intercept X Advanced,e103568,"Jun 27, 2023 8:52 AM",,On
Questionable,GJWS-1680,10.51.5.112;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 27, 2023 8:52 AM",,On
Healthy,GJWS-4046,10.20.4.129;,Windows 10 Enterprise,Intercept X Advanced,e102394,"Jun 27, 2023 8:52 AM",,On
Healthy,GJLT-0392,192.168.0.4;10.243.8.201;,Windows 10 Enterprise,Intercept X Advanced,e102783,"Jun 27, 2023 8:51 AM",,On
Healthy,GJLT-0631,10.54.5.117;172.17.0.1;,Windows 10 Enterprise,Intercept X Advanced,e101962,"Jun 27, 2023 8:51 AM",,On
Healthy,GJLT-0717,10.55.4.61;,Windows 10 Enterprise,Intercept X Advanced,e006698,"Jun 27, 2023 8:51 AM",,On
Healthy,GJLT-1532,192.168.0.21;10.243.8.240;2001:8003:1637:5100:5582:a880:f1fb:3233;2001:8003:1637:5100:51c:972f:f826:b018;2001:8003:1637:5100:25ac:46a:2bf1:a496,Windows 10 Enterprise,Intercept X Advanced,e007851,"Jun 27, 2023 8:51 AM",,On
Healthy,GJPC-0175,192.168.0.30;10.243.10.134;2001:8003:3d05:f700:1577:4c12:e45c:473e;2001:8003:3d05:f700:69c7:fe86:58ea:83c1,Windows 10 Enterprise,Intercept X Advanced,e102395,"Jun 27, 2023 8:51 AM",,On
Healthy,GJPC-0201,10.69.4.101;,Windows 10 Enterprise,Intercept X Advanced,e002450,"Jun 27, 2023 8:51 AM",,On
Healthy,GJPC-0287,10.27.4.100;,Windows 10 Enterprise,Intercept X Advanced,e103420,"Jun 27, 2023 8:51 AM",,On
Healthy,GJWS-0898,10.42.4.110;,Windows 10 Enterprise,Intercept X Advanced,e020129,"Jun 27, 2023 8:51 AM",,On
Healthy,GJWS-1577,172.18.248.125;172.18.248.123;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 27, 2023 8:51 AM",,On
Questionable,GJWS-1681,10.51.5.107;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 27, 2023 8:51 AM",,On
Healthy,GJLT-0868,10.29.4.177;,Windows 10 Enterprise,Intercept X Advanced,e103508,"Jun 27, 2023 8:50 AM",,On
Healthy,GJWS-0402,10.64.5.118;,Windows 10 Enterprise,Intercept X Advanced,e021982,"Jun 27, 2023 8:50 AM",,On
Healthy,GJWS-0542,10.30.4.106;,Windows 10 Enterprise,Intercept X Advanced,e103827,"Jun 27, 2023 8:50 AM",,On
Healthy,GJWS-0579,10.55.4.98;,Windows 10 Enterprise,Intercept X Advanced,e008133,"Jun 27, 2023 8:50 AM",,On
Healthy,GJWS-0936,10.34.4.105;,Windows 10 Enterprise,Intercept X Advanced,e104371,"Jun 27, 2023 8:50 AM",,On
Healthy,GJWS-0969,10.27.4.172;,Windows 10 Enterprise,Intercept X Advanced,e001620,"Jun 27, 2023 8:50 AM",,On
Healthy,GJWS-1010,10.43.4.107;,Windows 10 Enterprise,Intercept X Advanced,e104236,"Jun 27, 2023 8:50 AM",,On
Questionable,GJWS-1504,172.24.66.193;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 27, 2023 8:50 AM",,On
Questionable,GJDC01DMS003,192.168.7.99;,Windows 10 Enterprise,Intercept X Advanced,svc_presezzi,"Jun 27, 2023 8:49 AM",,On
Healthy,GJLT-0529,10.54.4.205;,Windows 10 Enterprise,Intercept X Advanced,c900305,"Jun 27, 2023 8:49 AM",,On
Healthy,GJLT-1156,192.168.239.190;10.243.8.216;,Windows 10 Enterprise,Intercept X Advanced,e102646,"Jun 27, 2023 8:49 AM",,On
Healthy,GJLT-1430,10.55.5.110;,Windows 10 Enterprise,Intercept X Advanced,e019640,"Jun 27, 2023 8:49 AM",,On
Healthy,GJLT-1596,10.68.4.176;10.68.5.100;192.168.114.1;192.168.146.1;,Windows 10 Enterprise,Intercept X Advanced,e009789,"Jun 27, 2023 8:49 AM",,On
Healthy,GJPC-0092,10.19.4.180;10.19.5.177;,Windows 10 Enterprise,Intercept X Advanced,e102579,"Jun 27, 2023 8:49 AM",,On
Healthy,GJPC-0238,10.16.4.174;10.16.5.106;,Windows 10 Enterprise,Intercept X Advanced,e103996,"Jun 27, 2023 8:49 AM",,On
Healthy,GJPC-0446,192.168.15.10;10.243.10.47;,Windows 10 Enterprise,Intercept X Advanced,jaco91,"Jun 27, 2023 8:49 AM",,On
Healthy,GJWS-0379,192.168.58.180;,Windows 10 Enterprise,Intercept X Advanced,e101729,"Jun 27, 2023 8:49 AM",,On
Healthy,GJWS-0565,10.27.4.110;,Windows 10 Enterprise,Intercept X Advanced,e019004,"Jun 27, 2023 8:49 AM",,On
Healthy,GJWS-1203,172.24.66.177;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 27, 2023 8:49 AM",,On
Healthy,GJWS-1545,10.59.4.177;,Windows 10 Enterprise,Intercept X Advanced,e008176,"Jun 27, 2023 8:49 AM",,On
Questionable,GJWS-1676,10.51.5.108;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 27, 2023 8:49 AM",,On
Questionable,GJWS-4004,192.168.47.100;,Windows 10 Enterprise,Intercept X Advanced,e103374,"Jun 27, 2023 8:49 AM",,On
Healthy,GJWS-4025,10.51.4.102;,Windows 10 Enterprise,Intercept X Advanced,e103676,"Jun 27, 2023 8:49 AM",,On
Healthy,p617gjeb,192.168.7.179;,Windows 7 Enterprise Service Pack 1,Intercept X Advanced,gjamespc,"Jun 27, 2023 8:49 AM",,On
Healthy,GJLT-0341,10.54.4.136;10.54.5.134;,Windows 10 Enterprise,Intercept X Advanced,e102823,"Jun 27, 2023 8:48 AM",,On
Healthy,GJLT-1529,10.48.4.177;,Windows 10 Enterprise,Intercept X Advanced,e102750,"Jun 27, 2023 8:48 AM",,On
Healthy,GJLT-1664,10.18.4.107;,Windows 10 Enterprise,Intercept X Advanced,e103112,"Jun 27, 2023 8:48 AM",,On
Healthy,GJWS-0370,10.54.4.133;,Windows 10 Enterprise,Intercept X Advanced,e003687,"Jun 27, 2023 8:48 AM",,On
Healthy,GJWS-0919,10.18.4.101;,Windows 10 Enterprise,Intercept X Advanced,e103113,"Jun 27, 2023 8:48 AM",,On
Healthy,GJWS-0954,10.33.4.118;,Windows 10 Enterprise,Intercept X Advanced,e103891,"Jun 27, 2023 8:48 AM",,On
Healthy,GJWS-1077,10.35.4.110;,Windows 10 Enterprise,Intercept X Advanced,e017563,"Jun 27, 2023 8:48 AM",,On
Healthy,GJWS-4053,10.18.4.110;,Windows 10 Enterprise,Intercept X Advanced,e102517,"Jun 27, 2023 8:48 AM",,On
Healthy,GJLT-0829,10.35.5.106;,Windows 10 Enterprise,Intercept X Advanced,e000912,"Jun 27, 2023 8:47 AM",,On
Healthy,GJLT-1055,10.16.5.101;,Windows 10 Enterprise,Intercept X Advanced,e005583,"Jun 27, 2023 8:47 AM",,On
Healthy,GJLT-1645,10.54.4.240;,Windows 10 Enterprise,Intercept X Advanced,e102086,"Jun 27, 2023 8:47 AM",,On
Healthy,GJPC-0150,10.16.4.100;,Windows 10 Enterprise,Intercept X Advanced,e017968,"Jun 27, 2023 8:47 AM",,On
Healthy,GJPC-0225,10.35.4.177;,Windows 10 Enterprise,Intercept X Advanced,e016445,"Jun 27, 2023 8:47 AM",,On
Healthy,GJPC-0318,10.35.4.111;10.35.5.190;,Windows 10 Enterprise,Intercept X Advanced,e102042,"Jun 27, 2023 8:47 AM",,On
Healthy,GJPC-0415,10.34.4.181;,Windows 10 Enterprise,Intercept X Advanced,e102872,"Jun 27, 2023 8:47 AM",,On
Healthy,GJWS-0756,10.20.4.112;,Windows 10 Enterprise,Intercept X Advanced,e023899,"Jun 27, 2023 8:47 AM",,On
Healthy,GJWS-0975,10.31.4.119;,Windows 10 Enterprise,Intercept X Advanced,e101479,"Jun 27, 2023 8:47 AM",,On
Healthy,GJWS-1070,10.25.4.102;,Windows 10 Enterprise,Intercept X Advanced,e020797,"Jun 27, 2023 8:47 AM",,On
Healthy,GJWS-1098,10.54.4.167;10.54.5.192;,Windows 10 Enterprise,Intercept X Advanced,e104035,"Jun 27, 2023 8:47 AM",,On
Healthy,GJWS-4021,10.64.4.193;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 27, 2023 8:47 AM",,On
Healthy,GJDC01TVW008,192.168.7.110;,Windows 10 Enterprise,Intercept X Advanced,Okuma,"Jun 27, 2023 8:46 AM",,On
Healthy,GJLT-0637,10.16.5.104;,Windows 10 Enterprise,Intercept X Advanced,e006828,"Jun 27, 2023 8:46 AM",,On
Healthy,GJLT-1211,10.46.4.100;10.46.5.100;,Windows 10 Enterprise,Intercept X Advanced,e017068,"Jun 27, 2023 8:46 AM",,On
Healthy,GJLT-1413,10.55.4.167;,Windows 10 Enterprise,Intercept X Advanced,e007957,"Jun 27, 2023 8:46 AM",,On
Healthy,GJLT-1428,10.49.5.177;,Windows 10 Enterprise,Intercept X Advanced,e100534,"Jun 27, 2023 8:46 AM",,On
Healthy,GJLT-1651,10.54.4.106;10.54.5.111;,Windows 10 Enterprise,Intercept X Advanced,e103987,"Jun 27, 2023 8:46 AM",,On
Healthy,GJWS-0448,10.56.4.109;,Windows 10 Enterprise,Intercept X Advanced,e004315,"Jun 27, 2023 8:46 AM",,On
Healthy,GJWS-0468,10.51.4.178;,Windows 10 Enterprise,Intercept X Advanced,e003932,"Jun 27, 2023 8:46 AM",,On
Healthy,GJWS-0543,10.51.4.103;,Windows 10 Enterprise,Intercept X Advanced,e017779,"Jun 27, 2023 8:46 AM",,On
Healthy,GJWS-0555,10.51.4.182;,Windows 10 Enterprise,Intercept X Advanced,e003932,"Jun 27, 2023 8:46 AM",,On
Healthy,GJWS-0590,10.59.4.108;,Windows 10 Enterprise,Intercept X Advanced,e007645,"Jun 27, 2023 8:46 AM",,On
Healthy,GJWS-0737,10.64.4.133;,Windows 10 Enterprise,Intercept X Advanced,e103515,"Jun 27, 2023 8:46 AM",,On
Healthy,GJWS-1038,10.39.4.177;,Windows 10 Enterprise,Intercept X Advanced,e104120,"Jun 27, 2023 8:46 AM",,On
Healthy,GJWS-1093,10.46.4.177;,Windows 10 Enterprise,Intercept X Advanced,e003884,"Jun 27, 2023 8:46 AM",,On
Healthy,GJWS-1139,10.20.4.149;,Windows 10 Enterprise,Intercept X Advanced,e103337,"Jun 27, 2023 8:46 AM",,On
Questionable,GJWS-1543,10.64.34.150;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 27, 2023 8:46 AM",,On
Healthy,GJWS-1596,192.168.168.101;192.168.60.1;192.168.254.1;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 27, 2023 8:46 AM",,On
Healthy,GJDC01EWS-EElec,10.11.29.101;,Windows 10 Enterprise,Intercept X Advanced,e023609,"Jun 27, 2023 8:45 AM",,On
Healthy,GJLT-0424,10.56.4.101;,Windows 10 Enterprise,Intercept X Advanced,e009768,"Jun 27, 2023 8:45 AM",,On
Healthy,GJLT-0426,10.55.4.164;,Windows 10 Enterprise,Intercept X Advanced,e003375,"Jun 27, 2023 8:45 AM",,On
Healthy,GJLT-0769,10.16.4.175;10.16.5.175;,Windows 10 Enterprise,Intercept X Advanced,e102647,"Jun 27, 2023 8:45 AM",,On
Healthy,GJLT-1172,10.20.4.147;,Windows 10 Enterprise,Intercept X Advanced,e008897,"Jun 27, 2023 8:45 AM",,On
Healthy,GJLT-4062,192.168.178.29;10.243.8.33;2406:e003:1d8d:1501:d012:9c0f:d17b:d8fb,Windows 10 Enterprise,Intercept X Advanced,joel91,"Jun 27, 2023 8:45 AM",,On
Healthy,GJWS-0440,10.54.4.117;,Windows 10 Enterprise,Intercept X Advanced,e002363,"Jun 27, 2023 8:45 AM",,On
Healthy,GJWS-0726,10.64.4.112;,Windows 10 Enterprise,Intercept X Advanced,e000971,"Jun 27, 2023 8:45 AM",,On
Healthy,GJWS-0835,10.27.4.176;,Windows 10 Enterprise,Intercept X Advanced,e017452,"Jun 27, 2023 8:45 AM",,On
Healthy,GJWS-0983,10.36.4.117;,Windows 10 Enterprise,Intercept X Advanced,e009608,"Jun 27, 2023 8:45 AM",,On
Healthy,GJWS-1087,10.55.4.78;,Windows 10 Enterprise,Intercept X Advanced,e102300,"Jun 27, 2023 8:45 AM",,On
Healthy,GJWS-1176,10.35.4.181;,Windows 10 Enterprise,Intercept X Advanced,e023903,"Jun 27, 2023 8:45 AM",,On
Questionable,GJWS-1564,10.33.37.28;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 27, 2023 8:45 AM",,On
Healthy,GJWS-1633,10.59.4.175;,Windows 10 Enterprise,Intercept X Advanced,e000588,"Jun 27, 2023 8:45 AM",,On
Healthy,GJLT-1683,10.55.4.163;,Windows 10 Enterprise,Intercept X Advanced,e104347,"Jun 27, 2023 8:44 AM",,On
Healthy,GJPC-0111,10.55.4.180;,Windows 10 Enterprise,Intercept X Advanced,e020411,"Jun 27, 2023 8:44 AM",,On
Healthy,GJPC-0421,192.168.1.109;10.243.10.18;,Windows 10 Enterprise,Intercept X Advanced,e103470,"Jun 27, 2023 8:44 AM",,On
Healthy,GJPC-0485,10.18.4.180;,Windows 10 Enterprise,Intercept X Advanced,e100659,"Jun 27, 2023 8:44 AM",,On
Healthy,GJWS-0451,10.35.4.109;,Windows 10 Enterprise,Intercept X Advanced,e017642,"Jun 27, 2023 8:44 AM",,On
Healthy,GJWS-0981,10.36.4.185;,Windows 10 Enterprise,Intercept X Advanced,e003142,"Jun 27, 2023 8:44 AM",,On
Questionable,GJDC01TRC002,192.168.39.123;,Windows 10 Enterprise,Intercept X Advanced,e102547,"Jun 27, 2023 8:43 AM",,On
Healthy,GJDC01VPC001,192.168.39.181;,Windows 10 Enterprise,Intercept X Advanced,ad-e101622,"Jun 27, 2023 8:43 AM",,On
Healthy,GJLT-0959,10.33.4.112;10.33.5.117;,Windows 10 Enterprise,Intercept X Advanced,e102178,"Jun 27, 2023 8:43 AM",,On
Healthy,GJLT-1631,10.33.4.100;,Windows 10 Enterprise,Intercept X Advanced,e103894,"Jun 27, 2023 8:43 AM",,On
Healthy,GJWS-0482,172.24.66.183;,Windows 10 Enterprise,Intercept X Advanced,e007426,"Jun 27, 2023 8:43 AM",,On
Healthy,GJWS-0539,10.55.4.63;,Windows 10 Enterprise,Intercept X Advanced,e016946,"Jun 27, 2023 8:43 AM",,On
Healthy,GJWS-0834,10.27.4.179;,Windows 10 Enterprise,Intercept X Advanced,e003174,"Jun 27, 2023 8:43 AM",,On
Healthy,GJWS-0968,10.31.4.109;,Windows 10 Enterprise,Intercept X Advanced,e102791,"Jun 27, 2023 8:43 AM",,On
Healthy,GJWS-1092,10.55.4.177;,Windows 10 Enterprise,Intercept X Advanced,e007852,"Jun 27, 2023 8:43 AM",,On
Critical,GJWS-4044,10.33.4.115;,Windows 10 Enterprise,Intercept X Advanced,e009457,"Jun 27, 2023 8:43 AM",,On
Healthy,GJDC01EWS-SamR,10.11.29.188;,Windows 10 Enterprise,Intercept X Advanced,ad-e102547,"Jun 27, 2023 8:42 AM",,On
Healthy,GJLT-0375,10.54.4.114;,Windows 10 Enterprise,Intercept X Advanced,e023317,"Jun 27, 2023 8:42 AM",,On
Questionable,GJLT-0406,10.58.4.104;,Windows 10 Enterprise,Intercept X Advanced,e102567,"Jun 27, 2023 8:42 AM",,On
Healthy,GJLT-0572,10.56.4.110;,Windows 10 Enterprise,Intercept X Advanced,e021698,"Jun 27, 2023 8:42 AM",,On
Healthy,GJLT-1026,10.43.4.105;10.43.5.105;,Windows 10 Enterprise,Intercept X Advanced,e002296,"Jun 27, 2023 8:42 AM",,On
Healthy,GJLT-1162,10.64.5.187;,Windows 10 Enterprise,Intercept X Advanced,e017006,"Jun 27, 2023 8:42 AM",,On
Healthy,GJLT-1598,10.54.4.124;10.54.5.187;,Windows 11 Enterprise,Intercept X Advanced,e103163,"Jun 27, 2023 8:42 AM",,On
Healthy,GJWS-0740,192.168.38.127;,Windows 10 Enterprise,Intercept X Advanced,e006232,"Jun 27, 2023 8:42 AM",,On
Healthy,GJWS-0948,10.33.4.104;,Windows 10 Enterprise,Intercept X Advanced,e104125,"Jun 27, 2023 8:42 AM",,On
Healthy,GJDC01EWS-SaraA,10.11.29.110;,Windows 10 Enterprise,Intercept X Advanced,e104147,"Jun 27, 2023 8:41 AM",,On
Healthy,GJDC01VPC005,192.168.39.116;,Windows 10 Enterprise,Intercept X Advanced,rimini,"Jun 27, 2023 8:41 AM",,On
Healthy,GJLT-0465,10.56.4.190;,Windows 10 Enterprise,Intercept X Advanced,e103750,"Jun 27, 2023 8:41 AM",,On
Healthy,GJLT-0549,10.54.4.129;,Windows 10 Enterprise,Intercept X Advanced,andy,"Jun 27, 2023 8:41 AM",,On
Healthy,GJLT-0869,10.29.4.175;10.29.5.179;,Windows 10 Enterprise,Intercept X Advanced,e104140,"Jun 27, 2023 8:41 AM",,On
Healthy,GJPC-0070,192.168.39.185;,Windows 10 Enterprise,Intercept X Advanced,ad-e103978,"Jun 27, 2023 8:41 AM",,On
Healthy,GJPC-0076,10.55.4.189;10.55.5.100;,Windows 10 Enterprise,Intercept X Advanced,e000030,"Jun 27, 2023 8:41 AM",,On
Healthy,GJPC-0196,10.35.5.102;,Windows 10 Enterprise,Intercept X Advanced,e008432,"Jun 27, 2023 8:41 AM",,On
Healthy,GJPC-0270,10.54.4.108;10.54.5.186;10.121.195.45;,Windows 11 Enterprise,Intercept X Advanced,c900283,"Jun 27, 2023 8:41 AM",,On
Healthy,GJPC-0348,10.0.0.137;10.243.8.30;,Windows 10 Enterprise,Intercept X Advanced,e102808,"Jun 27, 2023 8:41 AM",,On
Healthy,GJWS-0712,10.58.4.115;,Windows 10 Enterprise,Intercept X Advanced,e006964,"Jun 27, 2023 8:41 AM",,On
Healthy,GJWS-0832,10.27.4.101;,Windows 10 Enterprise,Intercept X Advanced,e103920,"Jun 27, 2023 8:41 AM",,On
Questionable,GJWS-1566,10.33.37.34;,Windows 10 Enterprise,Intercept X Advanced,operator,"Jun 27, 2023 8:41 AM",,On
Questionable,GJWS-1688,10.51.5.110;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 27, 2023 8:41 AM",,On
Healthy,GJLT-1027,10.54.4.140;10.54.5.184;,Windows 10 Enterprise,Intercept X Advanced,e103488,"Jun 27, 2023 8:40 AM",,On
Healthy,GJLT-1060,10.39.4.180;,Windows 10 Enterprise,Intercept X Advanced,e017964,"Jun 27, 2023 8:40 AM",,On
Healthy,GJWS-0591,10.55.4.99;,Windows 10 Enterprise,Intercept X Advanced,e021456,"Jun 27, 2023 8:40 AM",,On
Healthy,GJWS-0710,10.64.5.188;,Windows 10 Enterprise,Intercept X Advanced,e009516,"Jun 27, 2023 8:40 AM",,On
Questionable,GJWS-0796,10.64.4.104;,Windows 10 Enterprise,Intercept X Advanced,e103809,"Jun 27, 2023 8:40 AM",,On
Healthy,GJWS-0897,10.42.4.111;,Windows 10 Enterprise,Intercept X Advanced,e000428,"Jun 27, 2023 8:40 AM",,On
Healthy,GJWS-1002,10.41.4.180;,Windows 10 Enterprise,Intercept X Advanced,e005492,"Jun 27, 2023 8:40 AM",,On
Healthy,GJWS-1016,10.43.4.104;,Windows 10 Enterprise,Intercept X Advanced,e103997,"Jun 27, 2023 8:40 AM",,On
Healthy,GJWS-1063,10.25.4.105;,Windows 10 Enterprise,Intercept X Advanced,e101226,"Jun 27, 2023 8:40 AM",,On
Questionable,GJWS-1401,10.33.37.60;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 27, 2023 8:40 AM",,On
Questionable,GJWS-1403,10.33.32.103;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 27, 2023 8:40 AM",,On
Healthy,GJWS-4047,10.20.4.123;,Windows 10 Enterprise,Intercept X Advanced,e103893,"Jun 27, 2023 8:40 AM",,On
Healthy,GJPC-0394,10.30.4.105;,Windows 10 Enterprise,Intercept X Advanced,e104239,"Jun 27, 2023 8:39 AM",,On
Healthy,GJWS-0444,10.43.4.108;,Windows 10 Enterprise,Intercept X Advanced,e103887,"Jun 27, 2023 8:39 AM",,On
Healthy,GJWS-0445,10.27.4.183;,Windows 10 Enterprise,Intercept X Advanced,e021883,"Jun 27, 2023 8:39 AM",,On
Healthy,GJWS-0588,10.55.4.54;,Windows 10 Enterprise,Intercept X Advanced,e023847,"Jun 27, 2023 8:39 AM",,On
Healthy,GJWS-4040,10.58.2.102;,Windows 10 Enterprise,Intercept X Advanced,e103726,"Jun 27, 2023 8:39 AM",,On
Healthy,GJDC01EWS-JohnL,10.11.29.109;,Windows 10 Enterprise,Intercept X Advanced,e102547,"Jun 27, 2023 8:38 AM",,On
Healthy,GJLT-0464,10.64.5.182;,Windows 10 Enterprise,Intercept X Advanced,e103480,"Jun 27, 2023 8:38 AM",,On
Healthy,GJLT-0999,10.36.4.104;,Windows 10 Enterprise,Intercept X Advanced,e003143,"Jun 27, 2023 8:38 AM",,On
Healthy,GJLT-1415,10.63.4.155;,Windows 10 Enterprise,Intercept X Advanced,e017088,"Jun 27, 2023 8:38 AM",,On
Healthy,GJLT-1694,10.18.4.182;,Windows 10 Enterprise,Intercept X Advanced,e100946,"Jun 27, 2023 8:38 AM",,On
Healthy,GJPC-0484,10.18.4.179;,Windows 10 Pro,Intercept X Advanced,e104045,"Jun 27, 2023 8:38 AM",,On
Healthy,GJWS-0705,10.54.4.160;,Windows 10 Enterprise,Intercept X Advanced,e100540,"Jun 27, 2023 8:38 AM",,On
Healthy,GJWS-0755,10.34.4.101;,Windows 10 Enterprise,Intercept X Advanced,e102888,"Jun 27, 2023 8:38 AM",,On
Healthy,GJWS-0801,10.64.4.169;,Windows 10 Enterprise,Intercept X Advanced,e103565,"Jun 27, 2023 8:38 AM",,On
Questionable,GJWS-1565,10.33.37.30;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 27, 2023 8:38 AM",,On
Healthy,GJDC01EWS-DonG,10.11.29.102;,Windows 10 Enterprise,Intercept X Advanced,e006085,"Jun 27, 2023 8:37 AM",,On
Healthy,GJDC01EWS48R,192.168.39.107;,Windows 7 Enterprise Service Pack 1,Intercept X Advanced,ad-e102547,"Jun 27, 2023 8:37 AM",,On
