SerialNumber,HostName,HostIp,ModelNumber,DisplayStatus,Manufacturer,UserName,FirmwareVersion
CN42312X76,GJPC-0413.aus.gjames.com.au,10.64.4.124,HP Z24u G3,ON,HPN,e022651,1.2.10.0
CN42312WYJ,GJPC-0413.aus.gjames.com.au,10.64.4.124,HP Z24u G3,ON,HPN,e022651,1.2.10.0
HMAS901634,GJWS-0824.aus.gjames.com.au,10.64.5.195,SyncMaster,ON,SAM,e103309,
HVSB601017,GJWS-0579.aus.gjames.com.au,10.55.4.98,SMS24A450,Not Connected,SAM,e008133,
HTMC301521,GJWS-0579.aus.gjames.com.au,10.55.4.98,SMS24A450,Not Connected,SAM,e008133,
HMBZ800105,GJWS-4015.aus.gjames.com.au,10.55.4.70,SyncMaster,ON,SAM,c900013,
H4ZH600126,GJWS-4015.aus.gjames.com.au,10.55.4.70,S24E650,ON,SAM,c900013,
UID224795,GJLT-1150.aus.gjames.com.au,192.168.0.37,LG FULL HD,Not Connected,GSM,e101197,
H4ZJ701036,GJPC-0287.aus.gjames.com.au,10.27.4.100,S24E650,ON,SAM,e103420,
H4ZJ701428,GJPC-0287.aus.gjames.com.au,10.27.4.100,S24E650,ON,SAM,e103420,
HTLG501027,GJLT-0437.aus.gjames.com.au,10.59.5.177,S24C650,Not Connected,SAM,e007644,
HTLF500361,GJWS-0618.aus.gjames.com.au,10.46.4.102,S24C650,ON,SAM,e000436,
HTHFA00954,GJWS-0618.aus.gjames.com.au,10.46.4.102,S24C650,ON,SAM,e000436,
H4ZJ800401,GJPC-0457.aus.gjames.com.au,10.27.4.184,S24E650,ON,SAM,e104272,
HTHFA00907,GJPC-0457.aus.gjames.com.au,10.27.4.184,S24C650,ON,SAM,e104272,
H4ZH600388,GJLT-0623.aus.gjames.com.au,10.64.5.116,S24E650,ON,SAM,e100216,
H4ZK700284,GJLT-0425.aus.gjames.com.au,10.27.4.175,S24E650,ON,SAM,e101006,
H4ZJ701041,GJLT-0425.aus.gjames.com.au,10.27.4.175,S24E650,ON,SAM,e101006,
H4LT101180,GJLT-0701.aus.gjames.com.au,10.27.5.105,LF24T450F,ON,SAM,e022123,
HMAS603598,GJLT-0701.aus.gjames.com.au,10.27.5.105,SyncMaster,ON,SAM,e022123,
HMAS715635,GJTA-0626.aus.gjames.com.au,10.55.5.101,SyncMaster,ON,SAM,e009713,
H4ZH600845,GJTA-0626.aus.gjames.com.au,10.55.5.101,S24E650,ON,SAM,e009713,
CNC25126ZJ,GJPC-0079.aus.gjames.com.au,10.54.4.126,HP P34hc G4,Not Connected,HPN,e008412,1.0.5.0
HMEX401442,GJLT-1526.aus.gjames.com.au,10.37.4.177,SyncMaster,Not Connected,SAM,e007029,
H4ZT100696,GJLT-1055.aus.gjames.com.au,10.16.5.106,LF24T450F,ON,SAM,e005583,
HVSB601048,GJWS-1087.aus.gjames.com.au,10.55.4.78,SMS24A450,ON,SAM,e102300,
HVSB600511,GJWS-1087.aus.gjames.com.au,10.55.4.78,SMS24A450,ON,SAM,e102300,
HMFZ117651,GJWS-0468.aus.gjames.com.au,10.51.4.178,SyncMaster,ON,SAM,e003932,
HMFZ117652,GJWS-1115.aus.gjames.com.au,10.37.4.101,SyncMaster,Not Connected,SAM,c900012,
HTHFA00904,GJPC-0428.aus.gjames.com.au,10.56.5.101,S24C650,ON,SAM,e021457,
H4ZH300762,GJPC-0428.aus.gjames.com.au,10.56.5.101,S24E650,ON,SAM,e021457,
H4ZJ500186,GJLT-1171.aus.gjames.com.au,10.20.4.128,S24E650,Not Connected,SAM,e006641,
H4ZJ701387,GJLT-1171.aus.gjames.com.au,10.20.4.128,S24E650,Not Connected,SAM,e006641,
CN4221317W,GJLT-1428.aus.gjames.com.au,10.49.5.177,HP E24u G4,ON,HPN,e100534,1.0.7.0
CN4221312G,GJLT-1428.aus.gjames.com.au,10.49.5.177,HP E24u G4,ON,HPN,e100534,1.0.7.0
H4ZJ800269,GJWS-0934.aus.gjames.com.au,10.34.4.187,S24E650,ON,SAM,E103261,
H4LT300036,GJPC-0175.aus.gjames.com.au,10.49.5.103,LF24T450F,ON,SAM,e102395,
H4LT300063,GJPC-0175.aus.gjames.com.au,10.49.5.103,LF24T450F,ON,SAM,e102395,
CN42440PDK,GJLT-0375.aus.gjames.com.au,10.54.4.114,HP E24u G4,Not Connected,HPN,e023317,1.0.8.0
CN42440PD4,GJLT-0375.aus.gjames.com.au,10.54.4.114,HP E24u G4,Not Connected,HPN,e023317,1.0.8.0
UID49221,GJPC-0313.aus.gjames.com.au,10.33.5.112,LEN L27i-28,Not Connected,LEN,E009457,
CN42440PDR,GJPC-0415.aus.gjames.com.au,10.34.4.181,HP E24u G4,ON,HPN,e102872,1.0.8.0
CN43110DZ5,GJPC-0466.aus.gjames.com.au,10.54.4.114,HP E24u G5,ON,HPN,E103100,1.30.0.0
CN43110F1M,GJPC-0466.aus.gjames.com.au,10.54.4.114,HP E24u G5,ON,HPN,E103100,1.30.0.0
H4LT301154,GJLT-1614.aus.gjames.com.au,10.55.5.193,LF24T450F,ON,SAM,e021605,
H4LT301157,GJLT-1614.aus.gjames.com.au,10.55.5.193,LF24T450F,ON,SAM,e021605,
HMFZ117920,GJLT-0962.aus.gjames.com.au,10.33.4.110,SyncMaster,Not Connected,SAM,e022314,
HTLG401237,GJWS-4001.aus.gjames.com.au,10.55.4.80,S24C650,ON,SAM,c900298,
H4ZH600500,GJWS-4001.aus.gjames.com.au,10.55.4.80,S24E650,ON,SAM,c900298,
HMAS715742,GJLT-1612.aus.gjames.com.au,10.33.5.107,SyncMaster,ON,SAM,e103840,
CNK64315W0,GJLT-1612.aus.gjames.com.au,10.33.5.107,HP V243,ON,HWP,e103840,N/A
HTPD503332,GJWS-1092.aus.gjames.com.au,10.55.4.177,S24C450,ON,SAM,e007852,
HTPD502856,GJWS-1092.aus.gjames.com.au,10.55.4.177,S24C450,ON,SAM,e007852,
HTSG400358,GJWS-1136.aus.gjames.com.au,10.31.4.120,S24C650,ON,SAM,e101479,
HMBZ400285,GJLT-1549.aus.gjames.com.au,10.54.5.108,SyncMaster,ON,SAM,e006303,
HMBZ800104,GJLT-1549.aus.gjames.com.au,10.54.5.108,SyncMaster,ON,SAM,e006303,
H4ZJ701246,GJLT-1150.aus.gjames.com.au,192.168.0.37,S24E650,Not Connected,SAM,e101197,
HTHG800730,GJLT-1150.aus.gjames.com.au,192.168.0.37,S24E650,Not Connected,SAM,e101197,
CN4221314T,GJPC-0312.aus.gjames.com.au,10.49.5.176,HP E24u G4,ON,HPN,E102422,1.0.7.0
CN4221316F,GJPC-0312.aus.gjames.com.au,10.49.5.176,HP E24u G4,ON,HPN,E102422,1.0.7.0
HTPD300495,GJLT-0944.aus.gjames.com.au,10.34.4.109,S24C450,ON,SAM,e017793,
HMJB200961,GJLT-0394.aus.gjames.com.au,10.55.4.86,SyncMaster,Not Connected,SAM,e003262,
H4ZJ800772,GJLT-0394.aus.gjames.com.au,10.55.4.86,S24E650,Not Connected,SAM,e003262,
H4ZKA00104,GJLT-0892.aus.gjames.com.au,10.54.5.223,S24E650,Not Connected,SAM,e102808,
HTLG500867,GJLT-0892.aus.gjames.com.au,10.54.5.223,S24C650,Not Connected,SAM,e102808,
HMAS603797,GJLT-1658.aus.gjames.com.au,10.43.5.174,SyncMaster,ON,SAM,e100987,
HMAS604100,GJLT-1658.aus.gjames.com.au,10.43.5.174,SyncMaster,ON,SAM,e100987,
HTLF500668,GJLT-1629.aus.gjames.com.au,192.168.0.20,S24C650,ON,SAM,e021380,
H4ZM900018,GJPC-0493.aus.gjames.com.au,10.27.5.100,S24E650,Not Connected,SAM,e023849,
H4ZK700057,GJPC-0493.aus.gjames.com.au,10.27.5.100,S24E650,Not Connected,SAM,e023849,
HTLF500841,GJPC-0143.aus.gjames.com.au,10.55.5.108,S24C650,Not Connected,SAM,e102680,
HMAS604190,GJPC-0143.aus.gjames.com.au,10.55.5.108,SyncMaster,ON,SAM,e102680,
HTPG400122,GJLT-0548.aus.gjames.com.au,10.54.4.131,S24C650,ON,SAM,c900237,
HTPG400136,GJLT-0548.aus.gjames.com.au,10.54.4.131,S24C650,ON,SAM,c900237,
HMBSC06588,GJPC-0395.aus.gjames.com.au,10.20.4.114,SyncMaster,Not Connected,SAM,e101083,
H4ZT200311,GJLT-1686.aus.gjames.com.au,10.29.4.108,LF24T450F,ON,SAM,E104237,
H4ZT100694,GJLT-1686.aus.gjames.com.au,10.29.4.108,LF24T450F,ON,SAM,E104237,
H4LJ400256,GJPC-0357.aus.gjames.com.au,10.54.4.218,S24E650,ON,SAM,e018881,
H4ZH300913,GJPC-0357.aus.gjames.com.au,10.54.4.218,S24E650,ON,SAM,e018881,
HTSF100036,GJLT-1413.aus.gjames.com.au,10.55.4.167,S24C650,ON,SAM,e007957,
HTHFA00497,GJLT-1413.aus.gjames.com.au,10.55.4.167,S24C650,ON,SAM,e007957,
HMBS813351,GJWS-0751.aus.gjames.com.au,10.31.4.114,SyncMaster,ON,SAM,e102045,
HMFZ304072,GJWS-0751.aus.gjames.com.au,10.31.4.114,SyncMaster,ON,SAM,e102045,
H4ZJ600384,GJLT-1638.aus.gjames.com.au,10.56.5.176,S24E650,Not Connected,SAM,e022722,
H4ZJ600261,GJLT-1638.aus.gjames.com.au,10.56.5.176,S24E650,Not Connected,SAM,e022722,
H4ZKA00076,GJWS-1119.aus.gjames.com.au,10.20.4.105,S24E650,ON,SAM,e102452,
H4ZJ800043,GJLT-1690.aus.gjames.com.au,10.34.5.178,S24E650,ON,SAM,E103823,
HMCS507901,GJLT-1197.aus.gjames.com.au,10.36.4.179,SyncMaster,ON,SAM,e103861,
H4ZK400611,GJLT-1197.aus.gjames.com.au,10.36.4.179,S24E650,ON,SAM,e103861,
H4LJ400705,GJTA-4065.aus.gjames.com.au,10.56.5.182,S24E650,ON,SAM,e102497,
H4ZK800193,GJPC-0249.aus.gjames.com.au,10.47.5.103,S24E650,Not Connected,SAM,e103721,
H4ZT200803,GJPC-0249.aus.gjames.com.au,10.47.5.103,LF24T450F,Not Connected,SAM,e103721,
HMAS603659,GJLT-1022.aus.gjames.com.au,10.43.4.103,SyncMaster,ON,SAM,e102979,
H4ZT201465,GJLT-1022.aus.gjames.com.au,10.43.4.103,LF24T450F,ON,SAM,e102979,
H4ZH600453,GJWS-0880.aus.gjames.com.au,10.29.4.185,S24E650,ON,SAM,e006407,
H4ZH600130,GJWS-0880.aus.gjames.com.au,10.29.4.185,S24E650,ON,SAM,e006407,
H4ZN800270,GJLT-0360.aus.gjames.com.au,10.34.4.182,S24E650,ON,SAM,e016383,
HMBS701021,GJLT-0382.aus.gjames.com.au,10.54.4.172,SyncMaster,Not Connected,SAM,e023188,
HMJB401033,GJLT-0382.aus.gjames.com.au,10.54.4.172,SyncMaster,Not Connected,SAM,e023188,
HTMD900259,GJLT-1210.aus.gjames.com.au,10.67.4.100,S24C450,Not Connected,SAM,e103005,
HTHFA00921,GJLT-1210.aus.gjames.com.au,10.67.4.100,S24C650,Not Connected,SAM,e103005,
HTHG800709,GJPC-0357.aus.gjames.com.au,10.54.4.218,S24E650,ON,SAM,e018881,
HTMDB00291,GJLT-4054.aus.gjames.com.au,10.54.4.138,S24C450,Not Connected,SAM,e101419,
HTHGC00566,GJLT-4054.aus.gjames.com.au,10.54.4.138,S24E650,Not Connected,SAM,e101419,
HMCS508002,GJWS-0863.aus.gjames.com.au,10.29.4.190,SyncMaster,ON,SAM,e017123,
HTMC203748,GJLT-1663.aus.gjames.com.au,10.54.4.100,SMS24A450,ON,SAM,e101156,
HTHFA00953,GJLT-1663.aus.gjames.com.au,10.54.4.100,S24C650,ON,SAM,e101156,
H4ZJ700736,GJWS-1141.aus.gjames.com.au,10.20.4.142,S24E650,ON,SAM,e100708,
H4ZJ500686,GJLT-1165.aus.gjames.com.au,10.20.4.125,S24E650,Not Connected,SAM,e102016,
HTHGC00805,GJLT-1165.aus.gjames.com.au,10.20.4.125,S24E650,Not Connected,SAM,e102016,
20370B004061,GJLT-1435.aus.gjames.com.au,10.54.4.147,G32QC,Not Connected,GBT,e103396,
H4ZKA00079,GJLT-1151.aus.gjames.com.au,10.55.4.79,S24E650,ON,SAM,e000007,
H4ZKA00073,GJLT-1151.aus.gjames.com.au,10.55.4.79,S24E650,ON,SAM,e000007,
403NDLSEN656,GJLT-1423.aus.gjames.com.au,10.35.5.177,23M45,Not Connected,GSM,e100636,
CNC25126ZH,GJPC-0345.aus.gjames.com.au,10.64.5.107,HP P34hc G4,ON,HPN,davids91,1.0.5.0
HMDS300398,GJWS-0535.aus.gjames.com.au,10.65.4.180,SyncMaster,Not Connected,SAM,e023647,
H4LJ400626,GJLT-0873.aus.gjames.com.au,10.35.4.112,S24E650,Not Connected,SAM,e007954,
H4ZJ800165,GJLT-0873.aus.gjames.com.au,10.35.4.112,S24E650,Not Connected,SAM,e007954,
H4ZK300907,GJLT-1060.aus.gjames.com.au,10.39.4.180,S24E450,Not Connected,SAM,e017964,
H4ZJ800167,GJLT-1164.aus.gjames.com.au,10.54.5.103,S24E650,ON,SAM,e101698,
HMBZ800064,GJLT-1164.aus.gjames.com.au,10.54.5.103,SyncMaster,ON,SAM,e101698,
H4ZK400680,GJLT-0455.aus.gjames.com.au,10.55.4.174,S24E650,ON,SAM,e102955,
H4ZK400529,GJLT-0455.aus.gjames.com.au,10.55.4.174,S24E650,ON,SAM,e102955,
H4ZJ701142,GJLT-4043.aus.gjames.com.au,10.54.4.109,S24E650,Not Connected,SAM,e006118,
HTLG201430,GJWS-0966.aus.gjames.com.au,10.31.4.128,S24C650,Not Connected,SAM,e016515,
HTLF102255,GJLT-1523.aus.gjames.com.au,169.254.163.202,S24C650,Not Connected,SAM,e102616,
H4ZH300204,GJLT-1523.aus.gjames.com.au,169.254.163.202,S24E650,Not Connected,SAM,e102616,
H4ZJ701430,GJPC-0075.aus.gjames.com.au,10.55.5.111,S24E650,ON,SAM,e023760,
H4ZM400046,GJPC-0075.aus.gjames.com.au,10.55.5.111,S24E650,ON,SAM,e023760,
H4ZJ800127,GJLT-0926.aus.gjames.com.au,10.18.4.178,S24E650,Not Connected,SAM,e103113,
H4LRA00160,GJLT-1645.aus.gjames.com.au,10.54.5.133,LF24T450F,ON,SAM,e102086,
H4LRA00121,GJLT-1645.aus.gjames.com.au,10.54.5.133,LF24T450F,ON,SAM,e102086,
H4ZT200003,GJLT-1650.aus.gjames.com.au,10.55.4.84,LF24T450F,ON,SAM,e005109,
HMDS300450,GJLT-0358.aus.gjames.com.au,10.47.5.105,SyncMaster,Not Connected,SAM,e100141,
URHHR7B7,GJLT-0335.aus.gjames.com.au,10.54.4.116,D27-30,Not Connected,LEN,e017699,
URHHR7LA,GJLT-0335.aus.gjames.com.au,10.54.4.116,D27-30,Not Connected,LEN,e017699,
H4ZR900087,GJLT-1602.aus.gjames.com.au,10.55.4.68,LF24T450F,ON,SAM,e018797,
H4ZR900028,GJLT-1602.aus.gjames.com.au,10.55.4.68,LF24T450F,ON,SAM,e018797,
HTMDB00303,GJLT-0604.aus.gjames.com.au,10.54.4.239,S24C450,ON,SAM,E016343,
HMBZ800040,GJLT-0604.aus.gjames.com.au,10.54.4.239,SyncMaster,ON,SAM,E016343,
HMCQC00834,GJLT-1636.aus.gjames.com.au,10.56.4.106,SyncMaster,ON,SAM,e005746,
H4ZH300441,GJLT-1636.aus.gjames.com.au,10.56.4.106,S24E650,ON,SAM,e005746,
H4LT300534,GJLT-0885.aus.gjames.com.au,10.29.4.186,LF24T450F,ON,SAM,e018884,
H4LT300538,GJLT-0885.aus.gjames.com.au,10.29.4.186,LF24T450F,ON,SAM,e018884,
HTHFA00799,GJLT-0520.aus.gjames.com.au,10.64.5.103,S24C650,ON,SAM,e020340,
HMCS508222,GJWS-0981.aus.gjames.com.au,10.36.4.185,SyncMaster,ON,SAM,e003142,
HMCS508148,GJLT-0700.aus.gjames.com.au,10.30.4.102,SyncMaster,ON,SAM,e001557,
HMAS603757,GJLT-0700.aus.gjames.com.au,10.30.4.102,SyncMaster,ON,SAM,e001557,
HMAS603950,GJLT-0852.aus.gjames.com.au,10.27.5.179,SyncMaster,ON,SAM,e023607,
CNK643155Q,GJWS-4047.aus.gjames.com.au,10.20.4.123,HP V243,ON,HWP,e103893,N/A
HMBSC06187,GJWS-4047.aus.gjames.com.au,10.20.4.123,SyncMaster,ON,SAM,e103893,
CN430108D1,GJPC-0458.aus.gjames.com.au,10.25.4.182,HP E24u G5,ON,HPN,e104323,1.30.0.0
CN430108CQ,GJPC-0458.aus.gjames.com.au,10.25.4.182,HP E24u G5,ON,HPN,e104323,1.30.0.0
CN42440PDH,GJPC-0214.aus.gjames.com.au,10.47.4.100,HP E24u G4,Not Connected,HPN,e104296,1.0.8.0
CN42440PDV,GJPC-0214.aus.gjames.com.au,10.47.4.100,HP E24u G4,Not Connected,HPN,e104296,1.0.8.0
H4ZJ600502,GJLT-0331.aus.gjames.com.au,10.64.5.108,S24E650,ON,SAM,e008334,
HTHG800746,GJLT-0331.aus.gjames.com.au,10.64.5.108,S24E650,ON,SAM,e008334,
H4ZJ800778,GJLT-0869.aus.gjames.com.au,10.29.4.175,S24E650,ON,SAM,e104140,
HTMDB00307,GJLT-0869.aus.gjames.com.au,10.29.4.175,S24C450,ON,SAM,e104140,
HMCS508689,GJLT-0994.aus.gjames.com.au,10.36.4.173,SyncMaster,ON,SAM,E104234,
HMCS508027,GJLT-0994.aus.gjames.com.au,10.36.4.173,SyncMaster,ON,SAM,E104234,
HTHG800723,GJWS-1180.aus.gjames.com.au,10.35.4.184,S24E650,ON,SAM,e102536,
HMBSC06084,GJWS-1129.aus.gjames.com.au,10.20.4.132,SyncMaster,ON,SAM,e011753,
HMCS508099,GJWS-1176.aus.gjames.com.au,10.35.4.181,SyncMaster,ON,SAM,e023903,
HTPGC00720,GJWS-0750.aus.gjames.com.au,10.64.4.101,S24E650,ON,SAM,E103469,
HMAS603698,GJWS-1012.aus.gjames.com.au,10.43.4.102,SyncMaster,ON,SAM,e103471,
H4ZJ701099,GJLT-0781.aus.gjames.com.au,10.68.5.177,S24E650,ON,SAM,e002050,
H4ZJ800256,GJLT-0781.aus.gjames.com.au,10.68.5.177,S24E650,ON,SAM,e002050,
HMBZ800114,GJWS-0602.aus.gjames.com.au,10.55.4.74,SyncMaster,Not Connected,SAM,e023218,
HMJZC00360,GJWS-0602.aus.gjames.com.au,10.55.4.74,SyncMaster,Not Connected,SAM,e023218,
H4ZJ800308,GJLT-0436.aus.gjames.com.au,10.54.4.220,S24E650,ON,SAM,e104265,
H4ZJ700071,GJLT-0436.aus.gjames.com.au,10.54.4.220,S24E650,ON,SAM,e104265,
HTMDB00293,GJLT-0335.aus.gjames.com.au,10.54.4.116,S24C450,ON,SAM,e017699,
HTMDB00316,GJLT-0335.aus.gjames.com.au,10.54.4.116,S24C450,ON,SAM,e017699,
H4ZH600852,GJWS-0586.aus.gjames.com.au,10.55.4.103,S24E650,ON,SAM,e103674,
HMFZ303915,GJLT-1654.aus.gjames.com.au,10.54.4.174,SyncMaster,ON,SAM,e016646,
HMFZ117835,GJLT-1654.aus.gjames.com.au,10.54.4.174,SyncMaster,ON,SAM,e016646,
CN430108G2,GJPC-0443.aus.gjames.com.au,10.18.4.177,HP E24u G5,ON,HPN,e102960,1.30.0.0
CN430108BF,GJPC-0443.aus.gjames.com.au,10.18.4.177,HP E24u G5,ON,HPN,e102960,1.30.0.0
H4ZK400527,GJPC-0494.aus.gjames.com.au,10.14.172.112,S24E650,Not Connected,SAM,e101978,
H4ZK400526,GJLT-1188.aus.gjames.com.au,10.19.4.179,S24E650,ON,SAM,E104101,
H4ZM700294,GJLT-1188.aus.gjames.com.au,10.19.4.179,S24E650,ON,SAM,E104101,
HTHG800771,GJWS-0561.aus.gjames.com.au,10.55.4.146,S24E650,ON,SAM,e101322,
H4ZN800189,GJWS-0561.aus.gjames.com.au,10.55.4.146,S24E650,ON,SAM,e101322,
H4ZK400598,GJWS-0703.aus.gjames.com.au,10.68.4.108,S24E650,ON,SAM,e103977,
HMDQ200100,GJWS-0495.aus.gjames.com.au,10.55.4.59,SyncMaster,ON,SAM,e000128,
H4ZJ800271,GJWS-1545.aus.gjames.com.au,10.59.4.177,S24E650,ON,SAM,e008176,
HTMD900258,GJWS-1545.aus.gjames.com.au,10.59.4.177,S24C450,ON,SAM,e008176,
HTLG501140,GJLT-1441.aus.gjames.com.au,10.58.12.174,S24C650,Not Connected,SAM,e103844,
HTLF102140,GJLT-1441.aus.gjames.com.au,10.58.12.174,S24C650,ON,SAM,e103844,
HTMDB00306,GJWS-0554.aus.gjames.com.au,10.55.4.65,S24C450,ON,SAM,e104013,
HMAQ400410,GJWS-1628.aus.gjames.com.au,10.58.5.185,SyncMaster,ON,SAM,e008536,
H4ZT200624,GJLT-1657.aus.gjames.com.au,10.43.4.106,LF24T450F,Not Connected,SAM,e007155,
HTMDB00292,GJWS-0969.aus.gjames.com.au,10.27.4.172,S24C450,ON,SAM,e103920,
HTHFA00932,GJWS-0969.aus.gjames.com.au,10.27.4.172,S24C650,Not Connected,SAM,e103920,
HMJZ300511,GJLT-1599.aus.gjames.com.au,10.55.4.202,SyncMaster,ON,SAM,e007844,
HTPD503468,GJLT-0426.aus.gjames.com.au,10.55.4.164,S24C450,Not Connected,SAM,e003375,
H4ZJ700072,GJLT-0426.aus.gjames.com.au,10.55.4.164,S24E650,Not Connected,SAM,e003375,
HTLG501120,GJLT-1526.aus.gjames.com.au,10.37.4.177,S24C650,Not Connected,SAM,e007029,
HMAS604142,GJLT-0910.aus.gjames.com.au,10.42.4.103,SyncMaster,Not Connected,SAM,e019972,
HMAS603652,GJLT-0910.aus.gjames.com.au,10.42.4.103,SyncMaster,Not Connected,SAM,e019972,
H4ZK900081,GJLT-0882.aus.gjames.com.au,10.36.4.174,S24E650,Not Connected,SAM,e103295,
H4ZK900254,GJWS-0982.aus.gjames.com.au,10.36.4.178,S24E650,ON,SAM,e008102,
H4ZM600310,GJWS-1633.aus.gjames.com.au,10.59.4.175,S24E650,ON,SAM,e000588,
H4ZM700061,GJWS-1633.aus.gjames.com.au,10.59.4.175,S24E650,ON,SAM,e000588,
H4LJ400276,GJLT-4043.aus.gjames.com.au,10.54.4.109,S24E650,ON,SAM,e006118,
HMAS604234,GJLT-0361.aus.gjames.com.au,10.54.4.241,SyncMaster,ON,SAM,E104285,
HMCQC00524,GJLT-0361.aus.gjames.com.au,10.54.4.241,SyncMaster,ON,SAM,E104285,
H4ZT201469,GJLT-0891.aus.gjames.com.au,10.64.4.123,LF24T450F,ON,SAM,e009322,
H4ZT201021,GJLT-0891.aus.gjames.com.au,10.64.4.123,LF24T450F,ON,SAM,e009322,
HTSG400365,GJWS-0975.aus.gjames.com.au,10.31.4.119,S24C650,Not Connected,SAM,e101324,
HTMC501015,GJWS-1625.aus.gjames.com.au,10.51.4.175,SMS24A450,ON,SAM,e019971,
H4ZJ800108,GJLT-0700.aus.gjames.com.au,10.30.4.102,S24E650,Not Connected,SAM,e001557,
HTHGC00962,GJLT-0700.aus.gjames.com.au,10.30.4.102,S24E650,Not Connected,SAM,e001557,
H4ZJ701286,GJLT-1596.aus.gjames.com.au,10.68.4.176,S24E650,Not Connected,SAM,e009789,
H4ZJ800083,GJLT-1596.aus.gjames.com.au,10.68.4.176,S24E650,Not Connected,SAM,e009789,
HMAS603800,GJWS-0729.aus.gjames.com.au,10.64.5.109,SyncMaster,ON,SAM,e101591,
HMBC700814,GJLT-0606.aus.gjames.com.au,10.64.4.106,S24B420,ON,SAM,e104161,
303NTRLFR486,GJPC-0466.aus.gjames.com.au,10.54.4.114,LG ULTRAWIDE,Not Connected,GSM,E103100,
HTPG400141,GJWS-0736.aus.gjames.com.au,10.63.4.151,S24C650,ON,SAM,e103810,
HTSF100050,GJWS-0835.aus.gjames.com.au,10.27.4.176,S24C650,ON,SAM,e017452,
HTND500637,GJWS-0557.aus.gjames.com.au,10.51.4.173,S24C450,Not Connected,SAM,e103104,
H4ZK800629,GJWS-0795.aus.gjames.com.au,10.64.4.159,S24E650,ON,SAM,e101689,
CN42253HNG,GJPC-0394.aus.gjames.com.au,10.30.4.105,HP E24u G4,Not Connected,HPN,e104239,1.0.7.0
CN42253HNY,GJPC-0394.aus.gjames.com.au,10.30.4.105,HP E24u G4,Not Connected,HPN,e104239,N/A
HMFZ117601,GJWS-1093.aus.gjames.com.au,10.46.4.177,SyncMaster,ON,SAM,e003884,
HMBQ706065,GJWS-1093.aus.gjames.com.au,10.46.4.177,SyncMaster,ON,SAM,e003884,
H4LJ400259,GJLT-4000.aus.gjames.com.au,10.58.4.107,S24E650,ON,SAM,e021133,
H4LJ400629,GJLT-4000.aus.gjames.com.au,10.58.4.107,S24E650,ON,SAM,e021133,
H4LT300551,GJPC-0293.aus.gjames.com.au,10.33.5.105,LF24T450F,Not Connected,SAM,e103240,
H4LT300528,GJPC-0293.aus.gjames.com.au,10.33.5.105,LF24T450F,Not Connected,SAM,e103240,
HMDPC00087,GJWS-1641.aus.gjames.com.au,10.55.5.184,SyncMaster,ON,SAM,e019712,
BZ50702113846,GJLT-1151.aus.gjames.com.au,10.55.4.79,Philips 190CW,Not Connected,PHL,e000007,
103NTPCDZ024,GJPC-0293.aus.gjames.com.au,10.33.5.105,LG FULL HD,ON,GSM,e103240,
HMCS508098,GJPC-0196.aus.gjames.com.au,10.35.5.102,SyncMaster,ON,SAM,e008432,
HMCS508299,GJPC-0196.aus.gjames.com.au,10.35.5.102,SyncMaster,ON,SAM,e008432,
H4ZK800619,GJWS-0330.aus.gjames.com.au,10.46.4.178,S24E650,ON,SAM,e007033,
H4ZK300349,GJWS-1005.aus.gjames.com.au,10.41.4.102,S24E650,ON,SAM,e104091,
H4CNC02973Y,GJPC-0348.aus.gjames.com.au,10.27.5.178,S24A31x,Not Connected,SAM,e102808,
HTHG300456,GJWS-0735.aus.gjames.com.au,10.65.4.182,S24C650,Not Connected,SAM,e103281,
HMCS508139,GJWS-1008.aus.gjames.com.au,10.41.4.177,SyncMaster,ON,SAM,e103976,
3CM72401V4,GJLT-1653.aus.gjames.com.au,10.54.4.236,HP 24es,Not Connected,HWP,e103185,N/A
H4ZH300911,GJLT-1158.aus.gjames.com.au,10.35.5.107,S24E650,ON,SAM,e103686,
H4ZJ300829,GJLT-1158.aus.gjames.com.au,10.35.5.107,S24E650,ON,SAM,e103686,
H4ZH600854,GJWS-4035.aus.gjames.com.au,10.33.4.113,S24E650,ON,SAM,e103240,
H4LT300480,GJLT-1148.aus.gjames.com.au,192.168.0.121,LF24T450F,Not Connected,SAM,e103215,
H4LT300476,GJLT-1148.aus.gjames.com.au,192.168.0.121,LF24T450F,Not Connected,SAM,e103215,
H4ZK900377,GJLT-0303.aus.gjames.com.au,10.29.4.119,S24E650,ON,SAM,E104081,
H4ZJ800405,GJLT-0303.aus.gjames.com.au,10.29.4.119,S24E650,ON,SAM,E104081,
H4ZH300759,GJLT-1436.aus.gjames.com.au,10.55.4.192,S24E650,ON,SAM,e101365,
HTPGC00805,GJLT-1436.aus.gjames.com.au,10.55.4.192,S24E650,ON,SAM,e101365,
HTPG400110,GJWS-0917.aus.gjames.com.au,10.18.4.102,S24C650,Not Connected,SAM,e101512,
H4ZM600206,GJLT-0972.aus.gjames.com.au,10.31.4.110,S24E650,Not Connected,SAM,e009352,
HMBC803441,GJLT-0614.aus.gjames.com.au,10.18.5.105,S24B420,ON,SAM,E103389,
H4ZHA00510,GJWS-0590.aus.gjames.com.au,10.59.4.108,S24E650,ON,SAM,e007645,
HTLG501025,GJWS-0590.aus.gjames.com.au,10.59.4.108,S24C650,ON,SAM,e007645,
